REGIONE;ANNO;STRUTTURA;Totale valore della produzione (A); 	   Totale costi della produzione (B);Totale proventi e oneri finanziari (C); 	   Totale rettifiche di valore di attivita' finanziarie (D);Totale proventi e oneri straordinari (E); 	   Totale imposte e tasse;RISULTATO DI ESERCIZIO
TOSCANA;2001;ASL GROSSETO;281449;300711;-721;45;-7980;8106;-36024
TOSCANA;2001;ASL FIRENZE;1076107;1081691;-889;0;3110;19625;-22988
TOSCANA;2001;ASL EMPOLI;262358;263122;-36;0;7377;6545;32
TOSCANA;2001;ASL VERSILIA;223722;222193;-307;0;651;5156;-3283
TOSCANA;2001;AO MEYER;42521;40661;-8;0;78;1777;153
TOSCANA;2001;AO CAREGGI;415119;402777;-967;0;12;14880;-3493
TOSCANA;2001;AZIENDA OSPEDALIERA PISANA;354842;343208;-29;0;-86;11519;0
TOSCANA;2006;ACCENTRATA REGIONALE;117684;117684;0;0;0;0;0
TOSCANA;2006;MASSA CARRARA;375450;372179;-1384;0;1173;9339;-6279
TOSCANA;2006;LUCCA;387665;382593;-740;0;1692;9979;-3955
TOSCANA;2006;PISTOIA;455114;449517;-935;0;-446;9656;-5440
TOSCANA;2006;PRATO;377388;373080;-436;0;228;8042;-3942
TOSCANA;2006;PISA;495380;491444;-706;0;-792;7960;-5522
TOSCANA;2006;LIVORNO;575427;563740;-1387;0;-2929;15396;-8025
TOSCANA;2006;SIENA;427944;421478;-1178;0;980;7766;-1498
TOSCANA;2006;AREZZO;561575;555042;5;0;25;13943;-7380
TOSCANA;2006;GROSSETO;383942;383277;-1189;0;755;10224;-9993
TOSCANA;2006;FIRENZE;1354851;1349735;-2378;0;2696;23984;-18550
TOSCANA;2006;EMPOLI;349704;346254;-450;0;4342;7743;-401
TOSCANA;2006;VERSILIA;286235;282788;-593;0;2439;6331;-1038
TOSCANA;2006;MEYER;70365;69911;-53;-8;2011;2620;-216
TOSCANA;2006;CAREGGI;545003;535044;-666;-105;2808;21227;-9231
TOSCANA;2006;SPEDALI RIUNITI;241934;236523;-795;0;2649;8778;-1513
TOSCANA;2006;CONSOLIDATO REGIONALE;6412693;6432667;-14023;-113;14183;178886;-198813
TOSCANA;2006;AZIENDA OSPEDALIERA PISANA;487688;490235;-1138;0;-3448;15898;-23031
TOSCANA;2007;ACCENTRATA REGIONALE;209883;209607;0;0;113;389;0
TOSCANA;2007;MASSA CARRARA;380239;367726;-4069;0;644;9432;-344
TOSCANA;2007;LUCCA;394913;385499;-899;-20;366;8834;27
TOSCANA;2007;PISTOIA;460630;453160;-1091;0;2354;9581;-848
TOSCANA;2007;PRATO;383568;377646;-1187;0;2755;7970;-480
TOSCANA;2007;PISA;509492;499376;-1661;0;-1340;7143;-28
TOSCANA;2007;LIVORNO;587864;578242;-2413;-56;1813;15046;-6080
TOSCANA;2007;SIENA;432874;429386;-1108;0;5519;8646;-747
TOSCANA;2007;AREZZO;578207;569858;-927;0;5909;13547;-216
TOSCANA;2007;GROSSETO;391951;394056;-1155;0;787;10042;-12515
TOSCANA;2007;FIRENZE;1375967;1374893;-3142;-100;26149;23993;-12
TOSCANA;2007;EMPOLI;357497;351545;-1068;0;1778;8135;-1473
TOSCANA;2007;VERSILIA;291956;289461;-765;0;4691;6434;-13
TOSCANA;2007;MEYER;77894;77536;-151;-2;2552;2701;56
TOSCANA;2007;CAREGGI;583740;570788;-1497;-4;92;19166;-7623
TOSCANA;2007;SPEDALI RIUNITI;256709;244499;-760;0;-3113;8342;-5
TOSCANA;2007;CONSOLIDATO REGIONALE;6793785;6675677;-25471;-182;53555;174677;-28667
TOSCANA;2007;AZIENDA OSPEDALIERA PISANA;506303;504873;-3578;0;2486;15276;-14938
TOSCANA;2004;ACCENTRATA REGIONALE;86892;86892;0;0;0;0;0
TOSCANA;2004;ASL MASSA CARRARA;350416;350296;-937;0;-8074;9180;-18071
TOSCANA;2004;ASL LUCCA;341745;352579;-932;0;-5220;8891;-25877
TOSCANA;2004;ASL PISTOIA;403691;411215;-616;0;-7506;9404;-25050
TOSCANA;2004;ASL PRATO;334453;342455;-184;0;2396;7210;-13000
TOSCANA;2004;ASL PISA;452251;457123;-552;0;-6149;7130;-18703
TOSCANA;2004;ASL LIVORNO;527369;528981;-1316;-123;-11854;13630;-28535
TOSCANA;2004;ASL SIENA;389495;395799;-166;0;1065;7741;-13146
TOSCANA;2004;ASL AREZZO;500042;498763;-12;0;-10261;12796;-21790
TOSCANA;2004;ASL GROSSETO;331616;339623;-846;0;-7143;9331;-25327
TOSCANA;2004;ASL FIRENZE;1249863;1254381;-630;-220;-5831;23303;-34502
TOSCANA;2004;ASL EMPOLI;313057;310634;-178;0;-6907;7760;-12422
TOSCANA;2004;ASL VERSILIA;264624;264216;-425;0;-3663;5922;-9602
TOSCANA;2004;A.O. MEYER;55101;52706;-8;0;-340;2047;0
TOSCANA;2004;A.O. CAREGGI;503355;494955;-1058;0;-16377;17916;-26951
TOSCANA;2004;A.O. SPEDALI RIUNITI;210807;211695;-882;0;-839;7668;-10277
TOSCANA;2004;CONSOLIDATO REGIONALE;5744835;5771211;-9700;-343;-100618;163960;-300997
TOSCANA;2004;INRCA - FIRENZE;2922;4415;-89;0;-101;187;-1870
TOSCANA;2004;AZIENDA OSPEDALIERA PISANA;446712;438360;-958;0;-13881;14031;-20518
TOSCANA;2005;ACCENTRATA REGIONALE;109085;108543;-51;0;150;641;0
TOSCANA;2005;MASSA CARRARA;367962;361378;-604;0;1229;8994;-1785
TOSCANA;2005;LUCCA;383356;374990;-480;0;361;9107;-860
TOSCANA;2005;PISTOIA;437071;432562;-438;0;597;9851;-5183
TOSCANA;2005;PRATO;361439;362370;-209;0;2647;7421;-5914
TOSCANA;2005;PISA;482505;478796;-509;0;128;7234;-3906
TOSCANA;2005;LIVORNO;555228;547842;-768;-9;1690;12312;-4013
TOSCANA;2005;SIENA;416515;409941;-1278;0;-319;8266;-3289
TOSCANA;2005;AREZZO;544416;535772;-183;0;126;12913;-4326
TOSCANA;2005;GROSSETO;372615;366189;-1161;0;295;9644;-4084
TOSCANA;2005;FIRENZE;1311709;1309880;-3387;0;8505;23925;-16978
TOSCANA;2005;EMPOLI;340930;337172;-325;-150;94;8712;-5335
TOSCANA;2005;VERSILIA;281836;277303;-561;0;850;6413;-1591
TOSCANA;2005;MEYER;61814;60644;-27;0;798;2341;-400
TOSCANA;2005;CAREGGI;514500;508054;-1913;-3;-2406;17667;-15543
TOSCANA;2005;SPEDALI RIUNITI;233677;227695;-1687;-23;2619;8120;-1229
TOSCANA;2005;CONSOLIDATO REGIONALE;6233419;6148798;-14801;-185;15002;167823;-83186
TOSCANA;2005;AZIENDA OSPEDALIERA PISANA;471602;462508;-1220;0;-2362;14262;-8750
TOSCANA;2008;ACCENTRATA REGIONALE;258186;331140;142;0;-605;1312;-74729
TOSCANA;2008;MASSA CARRARA;384851;371865;-5252;0;1008;9512;-770
TOSCANA;2008;LUCCA;404067;396398;-898;0;2384;9038;117
TOSCANA;2008;PISTOIA;480252;474108;-714;0;3831;10552;-1291
TOSCANA;2008;PRATO;399652;392773;-915;0;1745;8050;-341
TOSCANA;2008;PISA;528185;520068;-1494;0;723;7378;-32
TOSCANA;2008;LIVORNO;611129;594000;-2619;0;-254;14257;-1
TOSCANA;2008;SIENA;446396;444617;-832;0;3691;7792;-3154
TOSCANA;2008;AREZZO;594912;590107;-601;0;1630;13514;-7680
TOSCANA;2008;GROSSETO;412194;406979;-1443;0;94;10224;-6358
TOSCANA;2008;FIRENZE;1420522;1422150;-2983;0;27570;22959;0
TOSCANA;2008;EMPOLI;378147;371795;-948;0;2422;7904;-78
TOSCANA;2008;VERSILIA;301182;295566;-738;0;1942;6825;-5
TOSCANA;2008;MEYER;85492;85528;-308;0;2864;3055;-535
TOSCANA;2008;CAREGGI;598386;578398;-2112;-3;746;18536;83
TOSCANA;2008;SPEDALI RIUNITI;261675;253551;-551;0;614;8188;-1
TOSCANA;2008;CONSOLIDATO REGIONALE;7028805;6967471;-25616;-3;43305;174514;-95494
TOSCANA;2008;AZIENDA OSPEDALIERA PISANA;496331;473730;-3350;0;-4552;15418;-719
TOSCANA;2009;ACCENTRATA REGIONALE;463744;293087;2;0;29983;1693;198949
TOSCANA;2009;MASSA CARRARA;399533;442378;-4241;0;-168125;9610;-224821
TOSCANA;2009;LUCCA;416704;408053;-1282;0;2012;9368;13
TOSCANA;2009;PISTOIA;497198;492966;-473;0;-1346;10336;-7923
TOSCANA;2009;PRATO;415864;409201;-653;0;2446;8907;-451
TOSCANA;2009;PISA;546795;537351;-1358;0;-2562;8136;-2612
TOSCANA;2009;LIVORNO;624135;617230;-876;0;-591;14414;-8976
TOSCANA;2009;SIENA;463931;464978;-492;0;-1158;8146;-10843
TOSCANA;2009;AREZZO;616714;616024;36;0;3467;14064;-9871
TOSCANA;2009;GROSSETO;425481;417926;-678;0;3761;10638;0
TOSCANA;2009;FIRENZE;1450312;1462425;-1210;0;16835;23297;-19785
TOSCANA;2009;EMPOLI;394907;392127;-40;0;5616;8399;-43
TOSCANA;2009;VERSILIA;310217;305690;-114;0;2491;6912;-8
TOSCANA;2009;MEYER;97482;98299;-488;-3;3220;3299;-1387
TOSCANA;2009;CAREGGI;613776;610127;-1282;-4;14615;19803;-2825
TOSCANA;2009;SPEDALI RIUNITI;285237;276887;-539;0;335;8271;-125
TOSCANA;2009;CONSOLIDATO REGIONALE;7505640;7323068;-16434;-7;-91137;180384;-105390
TOSCANA;2009;AZIENDA OSPEDALIERA PISANA;516813;512564;-2746;0;-1094;15091;-14682
TOSCANA;2010;ACCENTRATA REGIONALE;378288;349095;-14;0;-22268;1726;5185
TOSCANA;2010;MASSA CARRARA;440475;450687;-3482;0;-4255;10265;-28214
TOSCANA;2010;LUCCA;421067;413463;-1520;0;3273;9342;15
TOSCANA;2010;PISTOIA;498997;523290;-511;0;11496;10645;-23953
TOSCANA;2010;PRATO;418591;416873;-744;0;2689;9021;-5358
TOSCANA;2010;PISA;557042;550390;-1322;0;-541;7903;-3114
TOSCANA;2010;LIVORNO;627025;619656;-683;0;3836;14060;-3538
TOSCANA;2010;SIENA;463511;461779;-520;0;5204;8379;-1963
TOSCANA;2010;AREZZO;632668;626615;-74;0;5511;14250;-2760
TOSCANA;2010;GROSSETO;429054;421302;-2035;0;5542;11259;0
TOSCANA;2010;FIRENZE;1480608;1482204;-1965;0;-1767;24105;-29433
TOSCANA;2010;EMPOLI;401081;398529;-24;0;1476;8417;-4413
TOSCANA;2010;VERSILIA;309554;315124;-181;0;4279;7010;-8482
TOSCANA;2010;MEYER;99090;100108;-524;-1;3922;3487;-1108
TOSCANA;2010;CAREGGI;608021;614619;-571;-10;17590;19172;-8761
TOSCANA;2010;SPEDALI RIUNITI;285711;278946;-1022;-10;2993;8839;-113
TOSCANA;2010;CONSOLIDATO REGIONALE;7488712;7458802;-17003;-21;36949;184362;-134527
TOSCANA;2010;AZIENDA OSPEDALIERA PISANA;518722;509324;-1811;0;-1704;16482;-10599
CALABRIA;2002;ASL PAOLA;153429;158849;-408;0;-11934;4160;-21922
CALABRIA;2002;ASL CASTROVILLARI;102478;110140;-522;0;-209;3723;-12116
CALABRIA;2002;ASL ROSSANO;167253;170061;-499;0;-88;5576;-8971
CALABRIA;2002;ASL COSENZA;244505;268567;-2359;0;-634;4726;-31781
CALABRIA;2002;ASL CROTONE;216848;216513;-1041;0;6381;5673;2
CALABRIA;2002;ASL LAMEZIA TERME;136727;137417;-587;0;-814;3757;-5848
CALABRIA;2002;ASL CATANZARO;256232;250949;-115;0;227;5351;44
CALABRIA;2002;ASL VIBO VALENTIA;178198;172553;-205;0;-1086;5859;-1505
CALABRIA;2002;ASL LOCRI;163955;166399;-358;0;-121;5150;-8073
CALABRIA;2002;ASL PALMI;175455;184294;-129;0;1491;5974;-13451
CALABRIA;2002;ASL REGGIO CALABRIA;263433;254817;-25;0;-100;5764;2727
CALABRIA;2002;AZIENDA OSPEDALIERA DI COSENZA;136989;132442;-417;1566;647;6343;0
CALABRIA;2002;A.O. PUGLIESE -CIACCIO CATANZARO;136376;129305;-38;0;-1166;5867;0
CALABRIA;2002;A.O. MATER DOMINI;37200;38288;-70;0;2591;1424;9
CALABRIA;2002;A.O. BIANCHI MELACRINO MORELLI;124635;122219;-44;0;2957;4981;348
CALABRIA;2003;ACCENTRATA REGIONALE;18211;18203;0;0;-8;0;0
CALABRIA;2003;ASL PAOLA;162170;156665;-882;0;-93;4257;273
CALABRIA;2003;ASL CASTROVILLARI;110279;110724;-33;0;-1531;3653;-5662
CALABRIA;2003;ASL ROSSANO;172985;166964;-883;0;-456;5465;-783
CALABRIA;2003;ASL COSENZA;248758;235647;-3097;0;-1854;4664;3496
CALABRIA;2003;ASL CROTONE;225607;224976;-1088;0;-1829;5946;-8232
CALABRIA;2003;ASL LAMEZIA TERME;139855;132777;-590;0;-1293;4074;1121
CALABRIA;2003;ASL CATANZARO;254364;252031;-85;0;3427;5640;35
CALABRIA;2003;ASL VIBO VALENTIA;180491;174405;-194;0;-5429;5820;-5357
CALABRIA;2003;ASL LOCRI;157152;154615;-84;0;-64;4167;-1778
CALABRIA;2003;ASL PALMI;186426;180791;-251;0;-821;5606;-1043
CALABRIA;2003;ASL REGGIO CALABRIA;270983;264420;-842;0;-50;5732;-61
CALABRIA;2003;AZIENDA OSPEDALIERA DI COSENZA;136265;136330;-118;3707;3074;6537;61
CALABRIA;2003;A.O. PUGLIESE -CIACCIO CATANZARO;139136;130160;-87;0;-1916;5945;1028
CALABRIA;2003;A.O. MATER DOMINI;46753;46294;1832;0;-717;1560;14
CALABRIA;2003;A.O. BIANCHI MELACRINO MORELLI;125727;123647;-35;0;1332;5559;-2182
CALABRIA;2003;INRCA - COSENZA;6233;7923;-58;0;-177;414;-2339
CALABRIA;2003;CONSOLIDATO REGIONALE;2564469;2473168;-8321;3707;-1428;74594;10665
CALABRIA;2001;ASL PAOLA;159693;159127;-10;0;-407;3951;-3802
CALABRIA;2001;ASL CASTROVILLARI;97651;107814;-52;0;-787;3762;-14764
CALABRIA;2001;ASL ROSSANO;147789;161607;-23;0;211;4976;-18606
CALABRIA;2001;ASL COSENZA;223450;249042;-1131;0;-129;4600;-31452
CALABRIA;2001;ASL CROTONE;191925;205796;-484;0;-674;5303;-20332
CALABRIA;2001;ASL LAMEZIA TERME;126160;140894;-153;0;-214;3715;-18816
CALABRIA;2001;ASL CATANZARO;225958;250488;-4;0;-12;4963;-29509
CALABRIA;2001;ASL VIBO VALENTIA;169551;170432;-46;0;-5019;5199;-11145
CALABRIA;2001;ASL LOCRI;153555;167103;-146;0;4656;4099;-13137
CALABRIA;2001;ASL PALMI;162356;181650;30;0;-59;4959;-24282
CALABRIA;2001;ASL REGGIO CALABRIA;257226;275276;-25;0;-5561;3318;-26954
CALABRIA;2001;AZIENDA OSPEDALIERA DI COSENZA;136122;132450;-541;0;301;6527;-3095
CALABRIA;2001;AO PUGLIESE -CIACCIO CATANZARO;147378;140599;-4;0;-553;5475;747
CALABRIA;2001;AO MATER DOMINI;35885;36176;-60;0;1227;1400;-524
CALABRIA;2001;AO BIANCHI MELACRINO MORELLI;117458;112784;-34;0;165;4718;87
CALABRIA;2006;ACCENTRATA REGIONALE;211811;19556;0;0;-535;0;191720
CALABRIA;2006;PAOLA;177928;190745;-1568;0;7161;5114;-12338
CALABRIA;2006;CASTROVILLARI;119679;132555;-369;0;5205;4160;-12200
CALABRIA;2006;ROSSANO;189258;203859;-638;0;-124;6273;-21636
CALABRIA;2006;COSENZA;264084;288803;-1454;0;8685;5529;-23017
CALABRIA;2006;CROTONE;243783;279396;-2085;0;10970;7008;-33736
CALABRIA;2006;LAMEZIA TERME;159206;165748;-612;0;-1953;4811;-13918
CALABRIA;2006;CATANZARO;248536;280481;-408;0;16886;6526;-21993
CALABRIA;2006;VIBO VALENTIA;197725;205958;-918;0;344;6838;-15645
CALABRIA;2006;LOCRI;165341;177640;-500;0;-250;6328;-19377
CALABRIA;2006;PALMI;183151;200093;-924;0;10941;5650;-12575
CALABRIA;2006;REGGIO CALABRIA;284215;318818;-876;0;13500;7550;-29529
CALABRIA;2006;AZIENDA OSPEDALIERA DI COSENZA;153863;170769;-1427;0;260;7661;-25734
CALABRIA;2006;AZ.OSP. PUGLIESE -CIACCIO CATANZARO;146506;146581;-313;0;-3021;6394;-9803
CALABRIA;2006;MATER DOMINI;68941;65601;-296;0;-654;2368;22
CALABRIA;2006;AZ. OSP. BIANCHI MELACRINO MORELLI;138347;133689;-512;0;245;5308;-917
CALABRIA;2006;I.N.R.C.A. - CENTRO CARDIOVASCULOPATIE;7373;8167;-348;0;-127;445;-1714
CALABRIA;2006;CONSOLIDATO REGIONALE;2959747;2988358;-13248;0;67533;87963;-62289
CALABRIA;2007;ACCENTRATA REGIONALE;426628;72605;-21066;0;-4053;0;328904
CALABRIA;2007;PAOLA;188297;210304;-2127;0;-16803;5849;-46786
CALABRIA;2007;CASTROVILLARI;123412;144252;-1191;0;-4587;4216;-30834
CALABRIA;2007;ROSSANO;199745;217968;-2257;0;-6287;6203;-32970
CALABRIA;2007;COSENZA;276207;359615;-2424;0;-11153;7455;-104440
CALABRIA;2007;CROTONE;255824;288939;-4644;0;-21854;6824;-66437
CALABRIA;2007;LAMEZIA TERME;168366;170576;-2989;0;-2806;4650;-12655
CALABRIA;2007;CATANZARO;261377;298079;-1494;0;3753;7913;-42356
CALABRIA;2007;VIBO VALENTIA;201639;219591;-807;0;-3365;6496;-28620
CALABRIA;2007;LOCRI;176845;178071;-850;0;-12821;4287;-19184
CALABRIA;2007;PALMI;190154;201101;-483;0;-16180;4575;-32185
CALABRIA;2007;REGGIO CALABRIA;294094;312308;-3998;0;-10130;6217;-38559
CALABRIA;2007;AZIENDA OSPEDALIERA DI COSENZA;164396;175569;-1227;0;800;8249;-19849
CALABRIA;2007;AZ.OSP. PUGLIESE -CIACCIO CATANZARO;149701;171589;-113;0;-6774;6696;-35471
CALABRIA;2007;MATER DOMINI;70513;66164;-205;0;-1885;2197;62
CALABRIA;2007;AZ. OSP. BIANCHI MELACRINO MORELLI;149670;143656;-487;0;-135;5440;-48
CALABRIA;2007;I.N.R.C.A. - CENTRO CARDIOVASCULOPATIE;7977;7990;0;0;0;404;-417
CALABRIA;2007;CONSOLIDATO REGIONALE;3304845;3238377;-46362;0;-114280;87671;-181845
CALABRIA;2004;ACCENTRATA REGIONALE;39000;98118;0;0;-1156;0;-60274
CALABRIA;2004;ASL PAOLA;170925;168667;-1643;0;-10317;4266;-13968
CALABRIA;2004;ASL CASTROVILLARI;114388;115542;-165;0;-1858;3732;-6909
CALABRIA;2004;ASL ROSSANO;182672;176429;-718;0;1300;5746;1079
CALABRIA;2004;ASL COSENZA;258650;262094;-2054;0;-3026;4899;-13423
CALABRIA;2004;ASL CROTONE;233639;234670;-943;0;6501;6176;-1649
CALABRIA;2004;ASL LAMEZIA TERME;149029;148111;-527;0;-1897;4820;-6326
CALABRIA;2004;ASL CATANZARO;256602;255636;-54;0;73;6616;-5631
CALABRIA;2004;ASL VIBO VALENTIA;189484;189694;-336;0;-5346;6124;-12016
CALABRIA;2004;ASL LOCRI;159336;157130;-364;0;704;5935;-3389
CALABRIA;2004;ASL PALMI;184514;181934;-315;0;-334;5375;-3444
CALABRIA;2004;ASL REGGIO CALABRIA;279283;273990;-282;0;-1;5753;-743
CALABRIA;2004;AZIENDA OSPEDALIERA DI COSENZA;148213;143856;-195;2776;118;7007;49
CALABRIA;2004;A.O. PUGLIESE -CIACCIO CATANZARO;146853;138675;-177;0;-4595;6090;-2684
CALABRIA;2004;A.O. MATER DOMINI;48558;53627;-94;0;-1771;1748;-8682
CALABRIA;2004;A.O. BIANCHI MELACRINO MORELLI;133935;129164;-59;0;719;4885;546
CALABRIA;2004;INRCA - COSENZA;7900;8202;-124;0;-103;490;-1019
CALABRIA;2004;CONSOLIDATO REGIONALE;2698072;2701835;-8037;2776;-11621;79170;-99815
CALABRIA;2005;ACCENTRATA REGIONALE;105529;7019;0;0;-54;0;98456
CALABRIA;2005;PAOLA;174162;192590;-1038;0;8612;4613;-15467
CALABRIA;2005;CASTROVILLARI;119128;127497;-383;0;251;3983;-12484
CALABRIA;2005;ROSSANO;185664;191827;-343;0;-459;6138;-13103
CALABRIA;2005;COSENZA;279412;283815;-2630;0;1262;5378;-11149
CALABRIA;2005;CROTONE;241072;252380;-1267;0;30;6778;-19323
CALABRIA;2005;LAMEZIA TERME;155546;156868;-752;0;308;6916;-8682
CALABRIA;2005;CATANZARO;267183;274134;-193;0;0;6189;-13333
CALABRIA;2005;VIBO VALENTIA;194765;202352;-343;0;2732;6571;-11769
CALABRIA;2005;LOCRI;163936;166617;-155;0;1173;4518;-6181
CALABRIA;2005;PALMI;182018;187230;-631;0;-1304;5123;-12270
CALABRIA;2005;REGGIO CALABRIA;283453;295051;-312;0;-319;5785;-18014
CALABRIA;2005;AZIENDA OSPEDALIERA DI COSENZA;149935;167653;-400;0;741;7438;-24815
CALABRIA;2005;AZ.OSP. PUGLIESE -CIACCIO CATANZARO;147715;137063;-228;0;-3932;6224;268
CALABRIA;2005;MATER DOMINI;53095;56733;-333;0;0;1802;-5773
CALABRIA;2005;AZ. OSP. BIANCHI MELACRINO MORELLI;133177;127505;-166;0;-589;4917;0
CALABRIA;2005;CONSOLIDATO REGIONALE;2843096;2834243;-9382;0;8448;82824;-74905
CALABRIA;2008;ACCENTRATA REGIONALE;374177;63855;-2012;0;-1104;0;307206
CALABRIA;2008;CONSOLIDATO REGIONALE;3348611;3269063;-27062;0;-29422;88245;-65181
CALABRIA;2008;A.S.P. COSENZA;851394;909077;-10361;0;2402;22004;-87646
CALABRIA;2008;A.S.P. CROTONE;239039;276306;-3531;0;-8259;6394;-55451
CALABRIA;2008;A.S.P. CATANZARO;447380;489360;-4852;0;-15324;12428;-74584
CALABRIA;2008;A.S.P. VIBO VALENTIA;209258;218790;-1043;0;1604;6768;-15739
CALABRIA;2008;LOCRI;180058;186395;-1653;0;637;5255;-12608
CALABRIA;2008;A.S.P. REGGIO CALABRIA;498679;535781;-1562;0;-1503;12374;-52541
CALABRIA;2008;AZIENDA OSPEDALIERA DI COSENZA;167335;188593;-1181;0;1591;8078;-28926
CALABRIA;2008;AZ.OSP. PUGLIESE -CIACCIO CATANZARO;154788;167742;-458;0;4165;6742;-15989
CALABRIA;2008;MATER DOMINI;65290;76889;-315;0;-13341;2234;-27489
CALABRIA;2008;AZ. OSP. BIANCHI MELACRINO MORELLI;153386;148024;-89;0;-242;5620;-589
CALABRIA;2008;I.N.R.C.A. - CENTRO CARDIOVASCULOPATIE;7827;8251;-5;0;-48;348;-825
CALABRIA;2009;ACCENTRATA REGIONALE;210370;86128;-1388;0;-6663;0;116191
CALABRIA;2009;CONSOLIDATO REGIONALE;3294666;3397837;-23637;0;-32952;94016;-253776
CALABRIA;2009;A.S.P. COSENZA;903009;981518;-8094;0;-6215;24796;-117614
CALABRIA;2009;A.S.P. CROTONE;252378;286742;-4904;0;-7928;6856;-54052
CALABRIA;2009;A.S.P. CATANZARO;470853;507173;-2817;0;-4296;13153;-56586
CALABRIA;2009;A.S.P. VIBO VALENTIA;222909;225233;-1946;0;191;6854;-10933
CALABRIA;2009;LOCRI;183990;180586;-497;0;-1660;5416;-4169
CALABRIA;2009;A.S.P. REGGIO CALABRIA;511902;523492;-2344;0;-3968;13390;-31292
CALABRIA;2009;AZIENDA OSPEDALIERA DI COSENZA;159584;196961;-1209;0;-4699;8589;-51874
CALABRIA;2009;AZ.OSP. PUGLIESE -CIACCIO CATANZARO;150492;173065;-77;0;818;6784;-28616
CALABRIA;2009;MATER DOMINI;63460;73926;-155;0;-909;2206;-13736
CALABRIA;2009;AZ. OSP. BIANCHI MELACRINO MORELLI;158795;154556;-206;0;933;5593;-627
CALABRIA;2009;I.N.R.C.A. - CENTRO CARDIOVASCULOPATIE;6924;8457;0;0;1444;379;-468
CALABRIA;2010;ACCENTRATA REGIONALE;151337;89162;-743;0;-197;0;61235
CALABRIA;2010;CONSOLIDATO REGIONALE;3400376;3377502;-19637;0;-9974;94662;-101399
CALABRIA;2010;A.S.P. COSENZA;937511;995518;-7110;0;2981;25353;-87489
CALABRIA;2010;A.S.P. CROTONE;276145;280330;-4673;0;-4080;6769;-19707
CALABRIA;2010;A.S.P. CATANZARO;491752;497605;-2423;0;-3601;12301;-24178
CALABRIA;2010;A.S.P. VIBO VALENTIA;224079;222479;-1432;0;-1193;6814;-7839
CALABRIA;2010;LOCRI;181464;178075;-407;0;-1571;5731;-4320
CALABRIA;2010;A.S.P. REGGIO CALABRIA;537534;514885;-1897;0;-1589;13762;5401
CALABRIA;2010;AZIENDA OSPEDALIERA DI COSENZA;188523;192214;-569;0;274;8539;-12525
CALABRIA;2010;AZ.OSP. PUGLIESE -CIACCIO CATANZARO;174604;167878;-112;0;-1229;6736;-1351
CALABRIA;2010;MATER DOMINI;67558;74392;-183;0;597;2480;-8900
CALABRIA;2010;AZ. OSP. BIANCHI MELACRINO MORELLI;162415;156542;-88;0;-334;5794;-343
CALABRIA;2010;I.N.R.C.A. - CENTRO CARDIOVASCULOPATIE;7454;8422;0;0;-32;383;-1383
VENETO;2002;A.O. PADOVA;413069;401411;-1685;0;-483;13256;-3766
VENETO;2002;A.O. VERONA;355617;370640;-1344;0;2221;14557;-28703
VENETO;2002;ASL BELLUNO;221773;219535;-556;0;796;8203;-5725
VENETO;2002;ASL FELTRE;132481;128507;-61;0;-604;3296;13
VENETO;2002;ASL BASSANO DEL GRAPPA;217696;219518;-128;0;70;5539;-7419
VENETO;2002;ASL THIENE;216421;215257;72;0;1296;5353;-2821
VENETO;2002;ASL ARZIGNANO;207500;208300;-99;0;836;5248;-5311
VENETO;2002;ASL VICENZA;443327;464785;-874;0;-3379;11195;-36906
VENETO;2002;ASL PIEVE DI SOLIGO;257909;251236;-31;0;113;6463;292
VENETO;2002;ASL ASOLO;286895;280400;-83;0;533;7825;-880
VENETO;2002;ASL TREVISO;513940;513720;-85;-55;3956;11831;-7795
VENETO;2002;ASL S. DONA' DEL PIAVE;266744;264314;-431;-588;875;6398;-4112
VENETO;2002;ASL VENEZIANA;514601;537072;-2402;0;-34;13606;-38513
VENETO;2002;ASL MIRANO;307896;322819;-906;0;275;7845;-23399
VENETO;2002;ASL CHIOGGIA;166920;173625;-138;0;-339;4041;-11223
VENETO;2002;ASL CITTADELLA;280587;286889;-240;0;41;7604;-14105
VENETO;2002;ASL PADOVA;540379;563468;-1388;0;-957;6790;-32224
VENETO;2002;ASL ESTE;237115;237060;-360;0;326;5952;-5931
VENETO;2002;ASL ROVIGO;271639;297276;-729;-103;9337;7326;-24458
VENETO;2002;ASL ADRIA;111192;111744;-377;0;48;1949;-2830
VENETO;2002;ASL VERONA;554470;580996;-868;0;-369;6717;-34480
VENETO;2002;ASL LEGNAGO;202986;215318;-287;0;-421;5837;-18877
VENETO;2002;ASL BUSSOLENGO;399969;420187;-1195;0;959;5338;-25792
VENETO;2003;ACCENTRATA REGIONALE;254512;142254;0;0;7433;0;119691
VENETO;2003;A.O. PADOVA;392881;418365;-1895;0;-1070;13287;-41736
VENETO;2003;A.O. VERONA;373457;385836;-1294;0;3834;14450;-24289
VENETO;2003;CONSOLIDATO REGIONALE;6635630;6792956;-14564;-276;33733;171843;-310276
VENETO;2003;ASL BELLUNO;221663;225721;-373;0;1763;6943;-9611
VENETO;2003;ASL FELTRE;136156;134127;-86;0;2182;3607;518
VENETO;2003;ASL BASSANO DEL GRAPPA;228921;223827;-52;0;-18;5582;-558
VENETO;2003;ASL THIENE;228686;221710;38;0;211;5465;1760
VENETO;2003;ASL ARZIGNANO;215814;212059;-226;0;-608;5247;-2326
